fips SCC Pollutant Emissions type year
08077 30500105 PM25-PRI 0.0458333 POINT 2008
08077 50200505 PM25-PRI 0.0851351 POINT 2008
08101 30501101 PM25-PRI 0.326471 POINT 2008
08123 30501114 PM25-PRI 0.9 POINT 2008
08777 30502001 PM25-PRI 0.0225675 POINT 2008
08777 30502002 PM25-PRI 0.00525 POINT 2008
08777 30500205 PM25-PRI 0.0386719 POINT 2008
08777 30502002 PM25-PRI 0.01875 POINT 2008
45029 10100501 PM25-PRI 0.0006353 POINT 2008
45057 30502760 PM25-PRI 0.0286 POINT 2008
45065 30700801 PM25-PRI 0 POINT 2008
45003 20100201 PM25-PRI 0.035552 POINT 2008
45003 10100604 PM25-PRI 0.001624 POINT 2008
45035 30502006 PM25-PRI 0 POINT 2008
45043 30501613 PM25-PRI 0.17018 POINT 2008
45019 30799999 PM25-PRI 0 POINT 2008
45005 30700899 PM25-PRI 0.00664988 POINT 2008
48105 20200254 PM25-PRI 0.2691 POINT 2008
48071 30400768 PM25-PRI 7.715 POINT 2008
48113 40500101 PM25-PRI 0.0267 POINT 2008
48139 30500699 PM25-PRI 7.83529e-05 POINT 2008
48139 30501410 PM25-PRI 0.1243 POINT 2008
48185 20200254 PM25-PRI 0 POINT 2008
48201 20100102 PM25-PRI 0 POINT 2008
48201 20100107 PM25-PRI 0.0017 POINT 2008
48201 20200102 PM25-PRI 1.10408 POINT 2008
48245 30900203 PM25-PRI 1.0495 POINT 2008
48245 30400333 PM25-PRI 0.0179 POINT 2008
48251 20200254 PM25-PRI 1.0413 POINT 2008
48201 64630050 PM25-PRI 0.795 POINT 2008
48221 20200254 PM25-PRI 0.89 POINT 2008
48201 30199998 PM25-PRI 1e-04 POINT 2008
48423 30900198 PM25-PRI 3e-04 POINT 2008
48257 30700401 PM25-PRI 0.00882213 POINT 2008
48279 38500101 PM25-PRI 0.200595 POINT 2008
48347 20200254 PM25-PRI 0.3843 POINT 2008
48443 20200254 PM25-PRI 1.079 POINT 2008
48483 20200254 PM25-PRI 0.0232 POINT 2008
54109 30501001 PM25-PRI 1.293 POINT 2008
54019 30300604 PM25-PRI 0 POINT 2008
54065 30502508 PM25-PRI 1.92 POINT 2008
54043 20200254 PM25-PRI 0.002457 POINT 2008
54099 10200205 PM25-PRI 1.45 POINT 2008
54035 39999999 PM25-PRI 27.23 POINT 2008
54035 10200602 PM25-PRI 0.06 POINT 2008
54107 30101899 PM25-PRI 5.703e-06 POINT 2008
54077 10100501 PM25-PRI 0.02124 POINT 2008
49035 10200602 PM25-PRI 0.79971 POINT 2008
49045 10300603 PM25-PRI 0.000162 POINT 2008
49035 30102424 PM25-PRI 0 POINT 2008
49007 20200253 PM25-PRI 1.09939 POINT 2008
56001 30500627 PM25-PRI 0 POINT 2008
40071 20200102 PM25-PRI 0.052 POINT 2008
40123 30502502 PM25-PRI 0.003 POINT 2008
32019 30501107 PM25-PRI 2.67998e-05 POINT 2008
32015 30501108 PM25-PRI 0.00600084 POINT 2008
32015 30302406 PM25-PRI 0.439742 POINT 2008
32019 30502002 PM25-PRI 0.0152009 POINT 2008
39049 10200401 PM25-PRI 6.176 POINT 2008
39089 39999992 PM25-PRI 0.6 POINT 2008
39159 30104001 PM25-PRI 1.64205 POINT 2008
39099 10200601 PM25-PRI 0.011212 POINT 2008
39043 30501604 PM25-PRI 103.4 POINT 2008
39051 30390003 PM25-PRI 0.312 POINT 2008
40019 40301099 PM25-PRI 0.003 POINT 2008
39061 30510105 PM25-PRI 2.46445 POINT 2008
39151 40201001 PM25-PRI 0.01861 POINT 2008
39151 10200602 PM25-PRI 0.18827 POINT 2008
39153 40202501 PM25-PRI 0.02 POINT 2008
08045 20200254 PM25-PRI 0.66 POINT 2008
37195 10200501 PM25-PRI 0.05 POINT 2008
37157 30500311 PM25-PRI 0.28 POINT 2008
37057 30703002 PM25-PRI 7.63002 POINT 2008
32013 30302402 PM25-PRI 0.0153294 POINT 2008
32017 30501899 PM25-PRI 0.014307 POINT 2008
06083 20300101 PM25-PRI 0.00967 POINT 2008
06083 20200102 PM25-PRI 0.01934 POINT 2008
06079 20200102 PM25-PRI 0.000967 POINT 2008
06083 20300802 PM25-PRI 2.6784 POINT 2008
32777 30502006 PM25-PRI 0.000299927 POINT 2008
32777 30501108 PM25-PRI 0.000188311 POINT 2008
32023 30502503 PM25-PRI 0.00464509 POINT 2008
27037 30200803 PM25-PRI 0.00876307 POINT 2008
27031 30703001 PM25-PRI 0.689366 POINT 2008
27053 10200602 PM25-PRI 0.00345818 POINT 2008
27053 30502503 PM25-PRI 0.130343 POINT 2008
27053 10200602 PM25-PRI 0.00113031 POINT 2008
27053 30510399 PM25-PRI 0.369892 POINT 2008
27053 30400340 PM25-PRI 0.005159 POINT 2008
27053 10200603 PM25-PRI 0.00011825 POINT 2008
27053 10200602 PM25-PRI 0.00048311 POINT 2008
27079 30502006 PM25-PRI 0.0062806 POINT 2008
27123 40299998 PM25-PRI 9.2853 POINT 2008
27123 30400340 PM25-PRI 0.923789 POINT 2008
27137 30302304 PM25-PRI 16.5901 POINT 2008
27145 30400318 PM25-PRI 0.303142 POINT 2008
22033 30399999 PM25-PRI 0.116453 POINT 2008
22005 30119701 PM25-PRI 5.19946 POINT 2008
22033 30199998 PM25-PRI 0.653434 POINT 2008
22071 30500612 PM25-PRI 0.0256329 POINT 2008
22093 20200253 PM25-PRI 0.0182 POINT 2008
22101 30100506 PM25-PRI 0 POINT 2008
22061 30788801 PM25-PRI 0.00890155 POINT 2008
22033 20200202 PM25-PRI 0.091 POINT 2008
22117 30703099 PM25-PRI 5.75 POINT 2008
22089 30103399 PM25-PRI 0.00968354 POINT 2008
22045 30990003 PM25-PRI 0.224 POINT 2008
22051 30402201 PM25-PRI 0.0357342 POINT 2008
22051 30900203 PM25-PRI 0 POINT 2008
22075 20200253 PM25-PRI 1.33042 POINT 2008
22047 10200602 PM25-PRI 0.8672 POINT 2008
22089 10200701 PM25-PRI 18.616 POINT 2008
22019 30199998 PM25-PRI 0.040202 POINT 2008
22087 30510001 PM25-PRI 5.55409 POINT 2008
22005 20200102 PM25-PRI 0.027861 POINT 2008
22047 30101899 PM25-PRI 0 POINT 2008
22005 38500110 PM25-PRI 4.16556 POINT 2008
19055 30400524 PM25-PRI 2e-04 POINT 2008
22109 31000299 PM25-PRI 0 POINT 2008
22019 30600104 PM25-PRI 1.807 POINT 2008
22019 30600104 PM25-PRI 2.691 POINT 2008
22033 30600701 PM25-PRI 3.37643 POINT 2008
35005 20200252 PM25-PRI 0 POINT 2008
35005 20200253 PM25-PRI 0 POINT 2008
26065 10100224 PM25-PRI 6.04805 POINT 2008
26163 10500206 PM25-PRI 0.3278 POINT 2008
26777 30502501 PM25-PRI 0 POINT 2008
26117 30502502 PM25-PRI 0.385975 POINT 2008
26137 31000404 PM25-PRI 0.13 POINT 2008
26099 30900205 PM25-PRI 0.00704724 POINT 2008
26163 30502504 PM25-PRI 0.0201865 POINT 2008
21101 30501011 PM25-PRI 0.0123679 POINT 2008
21047 30200740 PM25-PRI 8.15781e-05 POINT 2008
21049 30800701 PM25-PRI 0 POINT 2008
21015 10200603 PM25-PRI 0 POINT 2008
21015 39999999 PM25-PRI 0.000420245 POINT 2008
21089 30588801 PM25-PRI 0.10852 POINT 2008
21019 39999999 PM25-PRI 0.246635 POINT 2008
21029 30502003 PM25-PRI 0 POINT 2008
21029 30502033 PM25-PRI 2.16153e-07 POINT 2008
21029 30502033 PM25-PRI 0.000173791 POINT 2008
21139 30502007 PM25-PRI 0.00730301 POINT 2008
21157 28888801 PM25-PRI 0 POINT 2008
21157 39999999 PM25-PRI 0.413516 POINT 2008
21167 30501404 PM25-PRI 0.0502635 POINT 2008
21169 30100605 PM25-PRI 24.6886 POINT 2008
21191 30501699 PM25-PRI 0.0137293 POINT 2008
21227 39999995 PM25-PRI 0.00576261 POINT 2008
21227 30999999 PM25-PRI 0 POINT 2008
21139 30502006 PM25-PRI 0 POINT 2008
21151 30502006 PM25-PRI 0 POINT 2008
21185 10300602 PM25-PRI 0.260762 POINT 2008
21077 30501613 PM25-PRI 0.0152659 POINT 2008
21077 30501615 PM25-PRI 0.030531 POINT 2008
21049 10200603 PM25-PRI 0 POINT 2008
21151 30900500 PM25-PRI 0.00204733 POINT 2008
21157 30501009 PM25-PRI 1.40908 POINT 2008
21071 30500299 PM25-PRI 0.89465 POINT 2008
21217 20200202 PM25-PRI 0.00053508 POINT 2008
21095 30501015 PM25-PRI 0 POINT 2008
01045 10300603 PM25-PRI 0 POINT 2008
01045 30100603 PM25-PRI 0 POINT 2008
01053 10200901 PM25-PRI 10.174 POINT 2008
01099 30700805 PM25-PRI 3.59589 POINT 2008
01081 20100201 PM25-PRI 2.64 POINT 2008
06001 20100102 PM25-PRI 0.000967 POINT 2008
06075 20300101 PM25-PRI 0.011604 POINT 2008
06085 20100102 PM25-PRI 0.002901 POINT 2008
06085 20100102 PM25-PRI 0.002901 POINT 2008
06085 20100102 PM25-PRI 0.000967 POINT 2008
06013 20100102 PM25-PRI 0.000967 POINT 2008
06075 20100102 PM25-PRI 0.004835 POINT 2008
06001 30502510 PM25-PRI 0.00495 POINT 2008
06041 30500213 PM25-PRI 0.068904 POINT 2008
06085 20100102 PM25-PRI 0.000967 POINT 2008
06075 20100102 PM25-PRI 0.002901 POINT 2008
06097 20100102 PM25-PRI 0.008703 POINT 2008
06013 30500618 PM25-PRI 0.00062 POINT 2008
06001 30903005 PM25-PRI 0.029711 POINT 2008
06001 30199998 PM25-PRI 0.00445 POINT 2008
06081 20100102 PM25-PRI 0.000967 POINT 2008
06013 20100102 PM25-PRI 0.000967 POINT 2008
06081 30501109 PM25-PRI 0.01302 POINT 2008
06001 30490033 PM25-PRI 0.01 POINT 2008
06113 30200604 PM25-PRI 0.162963 POINT 2008
06061 20100102 PM25-PRI 0.0366588 POINT 2008
06061 30700820 PM25-PRI 0.232626 POINT 2008
06019 30200835 PM25-PRI 0.142014 POINT 2008
06099 30201714 PM25-PRI 0.2625 POINT 2008
06029 31000415 PM25-PRI 0.080669 POINT 2008
06029 20200202 PM25-PRI 0.040169 POINT 2008
06107 10300602 PM25-PRI 0.09369 POINT 2008
06107 30290003 PM25-PRI 0.089838 POINT 2008
06077 30101817 PM25-PRI 0.00284108 POINT 2008
06019 20200202 PM25-PRI 0.00286223 POINT 2008
06029 20200107 PM25-PRI 0.00165658 POINT 2008
06029 30600106 PM25-PRI 0.906404 POINT 2008
06077 20200102 PM25-PRI 0.00970839 POINT 2008
06083 30502601 PM25-PRI 0.00075 POINT 2008
06037 10200602 PM25-PRI 0.15 POINT 2008
06037 20200102 PM25-PRI 0.00809862 POINT 2008
06037 20300101 PM25-PRI 0.000278786 POINT 2008
06037 39000602 PM25-PRI 0.08 POINT 2008
06037 30510598 PM25-PRI 0.00525 POINT 2008
06037 30900201 PM25-PRI 0.0032706 POINT 2008
06037 30502504 PM25-PRI 0.10575 POINT 2008
06071 30510505 PM25-PRI 4.38695e-05 POINT 2008
06071 30510505 PM25-PRI 0.02972 POINT 2008
06037 40299998 PM25-PRI 8.5186e-05 POINT 2008
06037 30599999 PM25-PRI 0.165 POINT 2008
06037 39000502 PM25-PRI 0.000153463 POINT 2008
06071 50300899 PM25-PRI 0.016137 POINT 2008
06037 40299998 PM25-PRI 7.3667e-06 POINT 2008
06071 30501049 PM25-PRI 0.5415 POINT 2008
06037 30901003 PM25-PRI 0.0052 POINT 2008
06037 40299998 PM25-PRI 4.37062e-06 POINT 2008
06037 40299998 PM25-PRI 0.00253358 POINT 2008
06071 20200905 PM25-PRI 0.005 POINT 2008
06037 20300101 PM25-PRI 0.1934 POINT 2008
06037 30290003 PM25-PRI 4.56862e-05 POINT 2008
06037 20300201 PM25-PRI 0.76384 POINT 2008
06071 20200102 PM25-PRI 0.01934 POINT 2008
06037 40299998 PM25-PRI 0.00546199 POINT 2008
06037 39990003 PM25-PRI 0.0093 POINT 2008
06037 20300101 PM25-PRI 0.01934 POINT 2008
06037 40299998 PM25-PRI 0.00189033 POINT 2008
06037 40299998 PM25-PRI 4.85625e-05 POINT 2008
06059 30599999 PM25-PRI 0.00075 POINT 2008
06037 30388801 PM25-PRI 0.00464 POINT 2008
06037 30901003 PM25-PRI 1.94871e-08 POINT 2008
06037 10200603 PM25-PRI 0.00455871 POINT 2008
06065 30599999 PM25-PRI 0.0015 POINT 2008
06065 40299998 PM25-PRI 0.0185 POINT 2008
06065 20300101 PM25-PRI 0.03868 POINT 2008
06059 40299998 PM25-PRI 0.00204189 POINT 2008
06071 30490033 PM25-PRI 0.04 POINT 2008
06037 20300301 PM25-PRI 0.00213106 POINT 2008
06073 30502511 PM25-PRI 0.00825 POINT 2008
06073 30500290 PM25-PRI 2.22552 POINT 2008
06073 20200102 PM25-PRI 0.000264 POINT 2008
55035 10200501 PM25-PRI 0.0001955 POINT 2008
35001 20300101 PM25-PRI 0.0012947 POINT 2008
39041 30400303 PM25-PRI 1.04705 POINT 2008
39049 10200602 PM25-PRI 0.078 POINT 2008
39089 49000203 PM25-PRI 1.5925 POINT 2008
39169 30400357 PM25-PRI 34.7921 POINT 2008
39063 10500106 PM25-PRI 0.04672 POINT 2008
39137 30490033 PM25-PRI 1.5775 POINT 2008
39167 10200603 PM25-PRI 0.442 POINT 2008
39113 10200601 PM25-PRI 0.182 POINT 2008
39017 10300603 PM25-PRI 0.0798 POINT 2008
   NA 30700803 PM25-PRI 0.00014145 POINT 2008
39085 10100212 PM25-PRI 36.3 POINT 2008
39113 10300503 PM25-PRI 4e-04 POINT 2008
56037 30102104 PM25-PRI 41.6153 POINT 2008
30001 30508914 PM25-PRI 0.0131503 POINT 2008
30031 30508945 PM25-PRI 0.122212 POINT 2008
30031 30508912 PM25-PRI 0.000914426 POINT 2008
30031 30508912 PM25-PRI 0.00156759 POINT 2008
25009 20300101 PM25-PRI 0.000716258 POINT 2008
25027 39999999 PM25-PRI 0 POINT 2008
25017 39000699 PM25-PRI 0.208 POINT 2008
25013 30990003 PM25-PRI 0.0858 POINT 2008
25017 30501613 PM25-PRI 0 POINT 2008
25021 20300101 PM25-PRI 0.0413383 POINT 2008
25003 10200603 PM25-PRI 0.0052 POINT 2008
25017 20200101 PM25-PRI 0.00972065 POINT 2008
25025 10300603 PM25-PRI 0.0949 POINT 2008
25027 10200603 PM25-PRI 0.05434 POINT 2008
25017 10300603 PM25-PRI 0.00208 POINT 2008
25009 20400101 PM25-PRI 0 POINT 2008
25009 10100401 PM25-PRI 0 POINT 2008
25001 10300603 PM25-PRI 0.0026 POINT 2008
25017 20100209 PM25-PRI 6.95 POINT 2008
25009 20100102 PM25-PRI 0.0392495 POINT 2008
25027 20100102 PM25-PRI 0.0274274 POINT 2008
25009 10300402 PM25-PRI 0.0866709 POINT 2008
25017 20300101 PM25-PRI 0.0040929 POINT 2008
25009 40201001 PM25-PRI 0.01916 POINT 2008
25001 10300601 PM25-PRI 0.01924 POINT 2008
25013 10500106 PM25-PRI 0.00104 POINT 2008
24017 10100212 PM25-PRI 1078.11 POINT 2008
24021 30300105 PM25-PRI 0 POINT 2008
24025 10300503 PM25-PRI 0 POINT 2008
24033 10300503 PM25-PRI 0 POINT 2008
47157 30299998 PM25-PRI 4.17968 POINT 2008
45003 20201702 PM25-PRI 0.0002665 POINT 2008
49011 40200101 PM25-PRI 0 POINT 2008
44007 10200502 PM25-PRI 0.05335 POINT 2008
04001 30510303 PM25-PRI 35.9531 POINT 2008
47125 30500899 PM25-PRI 1.26984 POINT 2008
02261 2275060011 PM25-PRI 0.000258225 POINT 2008
37135 2275060012 PM25-PRI 0.00753936 POINT 2008
31019 2275020000 PM25-PRI 0.383162 POINT 2008
29189 2275020000 PM25-PRI 0.702202 POINT 2008
32031 2275050012 PM25-PRI 0 POINT 2008
24037 10300603 PM25-PRI 0.009555 POINT 2008
   NA 31000203 PM25-PRI 0 POINT 2008
18125 30510103 PM25-PRI 0 POINT 2008
18127 30390003 PM25-PRI 5.42646 POINT 2008
18157 30490033 PM25-PRI 1.42402 POINT 2008
18067 30900207 PM25-PRI 0.0126438 POINT 2008
18093 30500629 PM25-PRI 0.364557 POINT 2008
18105 10200603 PM25-PRI 0 POINT 2008
18157 10200602 PM25-PRI 0.000532 POINT 2008
18113 30400340 PM25-PRI 0.323141 POINT 2008
18087 30700808 PM25-PRI 0.853894 POINT 2008
18173 30399999 PM25-PRI 0.137155 POINT 2008
18169 30501701 PM25-PRI 6.31863 POINT 2008
18091 38500101 PM25-PRI 2.06323 POINT 2008
18017 30501050 PM25-PRI 0.123516 POINT 2008
18003 20400402 PM25-PRI 0.00375217 POINT 2008
18089 30501011 PM25-PRI 0.00471581 POINT 2008
18003 50200602 PM25-PRI 0 POINT 2008
18089 30501613 PM25-PRI 6.8926 POINT 2008
18089 10200601 PM25-PRI 0.0038 POINT 2008
18089 39000701 PM25-PRI 128.133 POINT 2008
18089 30502002 PM25-PRI 0.0476931 POINT 2008
06071 30500612 PM25-PRI 0.06 POINT 2008
06071 20200102 PM25-PRI 0.00022893 POINT 2008
06065 2285002010 PM25-PRI 1.679 NONPOINT 2008
27053 2285002006 PM25-PRI 15.716286306 NONPOINT 2008
12015 2104008610 PM25-PRI 0.0212961 NONPOINT 2008
13147 2104008320 PM25-PRI 0.701386 NONPOINT 2008
47029 2610000400 PM25-PRI 1.37099 NONPOINT 2008
40111 2103005000 PM25-PRI 0 NONPOINT 2008
54009 2610000500 PM25-PRI 27.0702 NONPOINT 2008
19119 2104008330 PM25-PRI 0.252571 NONPOINT 2008
20001 2610030000 PM25-PRI 22.426 NONPOINT 2008
29067 2104008400 PM25-PRI 0.104114 NONPOINT 2008
47139 2302003200 PM25-PRI 0.04631085 NONPOINT 2008
48061 2103007000 PM25-PRI 0.01304 NONPOINT 2008
40093 2104008210 PM25-PRI 0.830998 NONPOINT 2008
18063 2104008330 PM25-PRI 1.41011 NONPOINT 2008
51700 2285002006 PM25-PRI 4.1370316745 NONPOINT 2008
46125 2104008230 PM25-PRI 0.177531 NONPOINT 2008
20043 2102011000 PM25-PRI 0.00126 NONPOINT 2008
27039 2610000500 PM25-PRI 2.32851 NONPOINT 2008
16085 2610000100 PM25-PRI 0.734745 NONPOINT 2008
37025 2103007000 PM25-PRI 0.0377478 NONPOINT 2008
33015 2104006000 PM25-PRI 4.43 NONPOINT 2008
20019 2104011000 PM25-PRI 0.105 NONPOINT 2008
39129 2610000400 PM25-PRI 0.709565 NONPOINT 2008
31001 2311030000 PM25-PRI 12.1149 NONPOINT 2008
51590 2311020000 PM25-PRI 6.82726 NONPOINT 2008
30043 2104008330 PM25-PRI 0.212453 NONPOINT 2008
48171 2104008210 PM25-PRI 2.4823 NONPOINT 2008
31083 2104008320 PM25-PRI 0.242024 NONPOINT 2008
37093 2104009000 PM25-PRI 0.640294 NONPOINT 2008
31043 2104008100 PM25-PRI 3.27922 NONPOINT 2008
28095 2104008210 PM25-PRI 3.79167 NONPOINT 2008
51560 2104008100 PM25-PRI 0 NONPOINT 2008
29201 2104008210 PM25-PRI 9.90101 NONPOINT 2008
13137 2102007000 PM25-PRI 0.000100393 NONPOINT 2008
20043 2103007000 PM25-PRI 0.0451 NONPOINT 2008
08017 2104008310 PM25-PRI 0.614317 NONPOINT 2008
40003 2610000400 PM25-PRI 0.1615585 NONPOINT 2008
46049 2104009000 PM25-PRI 0.0787316 NONPOINT 2008
29121 2302003100 PM25-PRI 0.611895 NONPOINT 2008
49007 2311010000 PM25-PRI 0.480162 NONPOINT 2008
45019 2610030000 PM25-PRI 0 NONPOINT 2008
01067 2104008230 PM25-PRI 0.131682 NONPOINT 2008
48213 2310021402 PM25-PRI 0 NONPOINT 2008
29135 2610000100 PM25-PRI 0.321558 NONPOINT 2008
20163 2102005000 PM25-PRI 0.599 NONPOINT 2008
35027 2104008210 PM25-PRI 8.84853 NONPOINT 2008
16069 2104008230 PM25-PRI 0.3797 NONPOINT 2008
16051 2104002000 PM25-PRI 0.127954 NONPOINT 2008
06051 2104008220 PM25-PRI 0.370138 NONPOINT 2008
48401 2311020000 PM25-PRI 6.95097 NONPOINT 2008
28083 2610000100 PM25-PRI 0.310729 NONPOINT 2008
06011 2285002008 PM25-PRI 0.03358 NONPOINT 2008
18009 2102004000 PM25-PRI 0.106175 NONPOINT 2008
48499 2104008210 PM25-PRI 4.26973 NONPOINT 2008
12015 2311030000 PM25-PRI 22.0088 NONPOINT 2008
17081 2104008100 PM25-PRI 6.58781 NONPOINT 2008
24015 2610000500 PM25-PRI 78.62 NONPOINT 2008
49003 2620030000 PM25-PRI 1.27869 NONPOINT 2008
51121 2302003100 PM25-PRI 3.524135 NONPOINT 2008
17085 2104002000 PM25-PRI 0 NONPOINT 2008
53003 2294000000 PM25-PRI 8 NONPOINT 2008
18149 2296000000 PM25-PRI 169.957 NONPOINT 2008
27033 2104008100 PM25-PRI 2.113 NONPOINT 2008
21021 2302002100 PM25-PRI 0.698345 NONPOINT 2008
17037 2601020000 PM25-PRI 14.8849 NONPOINT 2008
06021 2104008220 PM25-PRI 1.56036 NONPOINT 2008
53041 2285002006 PM25-PRI 16.5308022 NONPOINT 2008
48133 2104001000 PM25-PRI 0 NONPOINT 2008
19141 2104008320 PM25-PRI 0.862399 NONPOINT 2008
53073 2280003100 PM25-PRI 29.7624 NONPOINT 2008
02020 2104008220 PM25-PRI 21.7465 NONPOINT 2008
17121 2102002000 PM25-PRI 0 NONPOINT 2008
48451 2302003200 PM25-PRI 0.318759 NONPOINT 2008
36081 2102011000 PM25-PRI 0 NONPOINT 2008
13289 2103011000 PM25-PRI 0.000151984 NONPOINT 2008
51036 2103005000 PM25-PRI 3e-04 NONPOINT 2008
53073 2810005001 PM25-PRI 7.1415 NONPOINT 2008
21055 2610000100 PM25-PRI 0.53316 NONPOINT 2008
55139 2104008210 PM25-PRI 37.6057 NONPOINT 2008
18095 2610000100 PM25-PRI 0 NONPOINT 2008
02201 2311030000 PM25-PRI 0.298195 NONPOINT 2008
19179 2104002000 PM25-PRI 0 NONPOINT 2008
29133 2104002000 PM25-PRI 0 NONPOINT 2008
54057 2102004000 PM25-PRI 0.126 NONPOINT 2008
26075 2104008220 PM25-PRI 9.49214 NONPOINT 2008
04015 2102011000 PM25-PRI 0.0008023 NONPOINT 2008
33009 2610000500 PM25-PRI 181.402 NONPOINT 2008
46097 2104008100 PM25-PRI 0.594715 NONPOINT 2008
17025 2104008230 PM25-PRI 0.28337 NONPOINT 2008
47177 2104008610 PM25-PRI 0.9187 NONPOINT 2008
17143 2302003100 PM25-PRI 7.19377 NONPOINT 2008
48411 2311010000 PM25-PRI 0 NONPOINT 2008
24023 2302002200 PM25-PRI 13.0016 NONPOINT 2008
27073 2302003200 PM25-PRI 0.02117395 NONPOINT 2008
39043 2104008330 PM25-PRI 1.45294 NONPOINT 2008
45007 2294000000 PM25-PRI 143.2 NONPOINT 2008
48429 2104008610 PM25-PRI 0 NONPOINT 2008
27119 2302002200 PM25-PRI 5.2413 NONPOINT 2008
18059 2102004000 PM25-PRI 0.20925 NONPOINT 2008
17187 2296000000 PM25-PRI 75.539 NONPOINT 2008
27137 2610000500 PM25-PRI 193.29 NONPOINT 2008
27081 2104008210 PM25-PRI 4.0505 NONPOINT 2008
38091 2104008610 PM25-PRI 0 NONPOINT 2008
37181 2302002100 PM25-PRI 1.03524 NONPOINT 2008
08007 2296000000 PM25-PRI 86.8409 NONPOINT 2008
37165 2102004000 PM25-PRI 0.0573067 NONPOINT 2008
21221 2104008220 PM25-PRI 0.83721 NONPOINT 2008
48465 2310021303 PM25-PRI 0 NONPOINT 2008
40115 2102007000 PM25-PRI 0.00246313 NONPOINT 2008
05147 2285002007 PM25-PRI 0.03489544 NONPOINT 2008
08085 2610000100 PM25-PRI 0 NONPOINT 2008
13105 2103002000 PM25-PRI 0.00244619 NONPOINT 2008
13211 2302002200 PM25-PRI 3.15751 NONPOINT 2008
41025 2294000000 PM25-PRI 42.2 NONPOINT 2008
05053 2610000100 PM25-PRI 1.131275 NONPOINT 2008
29187 2104008400 PM25-PRI 0.340995 NONPOINT 2008
51735 2302002200 PM25-PRI 2.01991 NONPOINT 2008
27111 2311030000 PM25-PRI 4.50271 NONPOINT 2008
34033 2801500600 PM25-PRI 13.4508 NONPOINT 2008
48473 2104008310 PM25-PRI 0.379103 NONPOINT 2008
48355 2285002010 PM25-PRI 6.52955 NONPOINT 2008
26055 2104008510 PM25-PRI 52.5749 NONPOINT 2008
34011 2601000000 PM25-PRI 0 NONPOINT 2008
29121 2311030000 PM25-PRI 0.437794 NONPOINT 2008
20183 2102007000 PM25-PRI 0.622 NONPOINT 2008
22127 2810030000 PM25-PRI 0.21256 NONPOINT 2008
48349 2310021303 PM25-PRI 0 NONPOINT 2008
51149 2103002000 PM25-PRI 0.0481 NONPOINT 2008
26159 2104008220 PM25-PRI 4.55203 NONPOINT 2008
39159 2104008320 PM25-PRI 2.5218 NONPOINT 2008
21199 2104008210 PM25-PRI 17.184 NONPOINT 2008
21231 2296000000 PM25-PRI 36.7323 NONPOINT 2008
08069 2285002007 PM25-PRI 0.471842924 NONPOINT 2008
17133 2104009000 PM25-PRI 0.99071 NONPOINT 2008
37091 2102004000 PM25-PRI 0 NONPOINT 2008
54019 2311030000 PM25-PRI 19.9069 NONPOINT 2008
31005 2302002200 PM25-PRI 0.0577165 NONPOINT 2008
12035 2104008320 PM25-PRI 1.43202 NONPOINT 2008
55027 2302003200 PM25-PRI 0.259797 NONPOINT 2008
48499 2294000000 PM25-PRI 41.16 NONPOINT 2008
29125 2610000400 PM25-PRI 0.518525 NONPOINT 2008
34009 2104008230 PM25-PRI 2.07447 NONPOINT 2008
28121 2610000500 PM25-PRI 335.274 NONPOINT 2008
12011 2104008230 PM25-PRI 0.543466 NONPOINT 2008
30047 2302002100 PM25-PRI 0.69248 NONPOINT 2008
13113 2103005000 PM25-PRI 0 NONPOINT 2008
13227 2103011000 PM25-PRI 0.000917854 NONPOINT 2008
19197 2311020000 PM25-PRI 9.186 NONPOINT 2008
20125 2810030000 PM25-PRI 0.383 NONPOINT 2008
51007 2103004000 PM25-PRI 0.0395 NONPOINT 2008
33001 2104001000 PM25-PRI 0.078397 NONPOINT 2008
51049 2102002000 PM25-PRI 0.7571 NONPOINT 2008
30109 2610000500 PM25-PRI 0.213052 NONPOINT 2008
48175 2302002100 PM25-PRI 0.172625 NONPOINT 2008
37027 2104008510 PM25-PRI 3.61956 NONPOINT 2008
31079 2302003100 PM25-PRI 2.209305 NONPOINT 2008
20109 2311030000 PM25-PRI 0 NONPOINT 2008
39141 2296000000 PM25-PRI 159.552 NONPOINT 2008
49017 2104005000 PM25-PRI 0.141217 NONPOINT 2008
37015 2104008310 PM25-PRI 1.91459 NONPOINT 2008
48183 2104002000 PM25-PRI 0 NONPOINT 2008
29115 2285002007 PM25-PRI 0.0638996 NONPOINT 2008
39029 2104008310 PM25-PRI 26.8462 NONPOINT 2008
51185 2102004000 PM25-PRI 2.0485 NONPOINT 2008
48325 2310021303 PM25-PRI 0 NONPOINT 2008
29217 2610000400 PM25-PRI 0.331508 NONPOINT 2008
29029 2311030000 PM25-PRI 3.07457 NONPOINT 2008
02220 2302003100 PM25-PRI 0.3481945 NONPOINT 2008
20117 2104008230 PM25-PRI 0.171 NONPOINT 2008
20091 2302003200 PM25-PRI 1.57835 NONPOINT 2008
22109 2104008610 PM25-PRI 0 NONPOINT 2008
53023 2104008210 PM25-PRI 0.27396 NONPOINT 2008
17055 2810015000 PM25-PRI 0 NONPOINT 2008
12055 2311030000 PM25-PRI 19.9819 NONPOINT 2008
08003 2104008610 PM25-PRI 0.213338 NONPOINT 2008
04005 2103002000 PM25-PRI 0.02559 NONPOINT 2008
